restaurant_name,author_name,author_url,rating,text
Muhib Indian Cuisine,Oriana Patel,https://www.google.com/maps/contrib/106187924666673673206/reviews,5,Great service and Excellent food. The staff are very kind and hospitable. We had prawn korma and lamb chops. Both delicious. Will come back. Highly recommend.
Bar Remo,Tea,https://www.google.com/maps/contrib/103173403889230189867/reviews,1,"Food was okay. For the price nothing special, just pasta and some sauce for 20€. (check photo)\\nIts way too expensive for what it offers, especially concerning this imaginary fees on our bill. We basically paid for mid range, half - full plate of pasta 50€ and then 13 euro for whatever the fee was next to service fee.\\nThere is so many better options around to eat. Better go avoid this one on your trip.\\nPhoto evidence:"
Bar Remo,David Poulton,https://www.google.com/maps/contrib/110108604283311643212/reviews,5,"try the caesar salad - its enormous! great wine list too. Highly recommended, bearing in mind the location and the price! Great for lunches.\\n\\nBe careful, I met my future wife there. Youve been warned."
Bar Remo,kelly francischelli,https://www.google.com/maps/contrib/118301352237500590758/reviews,5,"What a lovely restaurant. Friendly, lively atmosphere. Very welcoming staff. Delicious food. Great way to start our night out. Would highly recommend."
Indian Room,Juliet Barbe,https://www.google.com/maps/contrib/106296857513785250537/reviews,5,"We went there for a couples date in February and it was so lovely. So many vegetarian options and the staff was extremely pleasant. The food was incredible, very authentic and very quick service. We will definitely come back ! Thank you for a lovely evening"
Indian Room,Alan Weaver,https://www.google.com/maps/contrib/104423472270326186912/reviews,5,Had a lovely Indian curry and the best garlic nan bread Ive had in years. Great atmosphere with many tables taken early on a Thursday evening. Excellent table service from Shah and a lady waitress whos name I didnt get (sorry)  Definitely will be back.
Indian Room,Sandy Pickess,https://www.google.com/maps/contrib/114060122324609076093/reviews,5,"Very busy restaurant and now I know why as the food was amazing. Really generous size portions, so much so we got a doggy bag.\\nThe staff very attentive and friendly as were the  other diners.  Great night."
The Bull Steak Expert,Andy Bow,https://www.google.com/maps/contrib/104067285526363001373/reviews,5,Best steaks we’ve ever had. Great staff. We will definitely be back. Thanks
TOKii,Katie Pope,https://www.google.com/maps/contrib/101958202535096110387/reviews,5,Fantastic - my partner and I did the sushi making class & Alex was amazing! Highly recommend. The fish is so fresh and the atmosphere is fabulous. We really enjoyed the waygu beef - flown in fresh (not frozen)! Definitely go if you like Japanese food!
TOKii,Alexie Lovelace,https://www.google.com/maps/contrib/117208714511312885580/reviews,5,Went for afternoon tea for my mum’s birthday. It was an amazing experience. We loved it ! Our waitress Elizabeth made her birthday extra special. Even gave her a birthday dessert platter. We’ll definitely go back for dinner!
Paladar,SALLY WEST,https://www.google.com/maps/contrib/114400079127947576751/reviews,5,"This place is incredible, such a great find. Amazing food and cocktails, staff are lovely and service is perfect. Couldn’t recommend more. Also fantastic offering for those who are gluten free. Such a hidden gem in London!"
Paladar,Abbie Rockett,https://www.google.com/maps/contrib/112579887268555055001/reviews,5,A really good find. Little off the beaten track but so worth finding! Food was so nice we contemplated ordering it all again! Staff were lovely and it was reasonably priced.
Paladar,Ailie Fan,https://www.google.com/maps/contrib/115156834894076358325/reviews,5,"Excellent service. Delicious food. Perfect flavour combinations, great presentation. Delicious drinks too. Attention to detail really great. Would definitely visit again"
Bonoo Indian Tapas,Mr. A,https://www.google.com/maps/contrib/104379504451468289442/reviews,5,"The staff at Bonoo were amazing from the jump. We were greeted by the manager on arrival and made to feel very welcome. The food was outstanding, the service was 10/10. We were also offered complimentary mint tea after our dinner which was a lovely touch. We would recommend this restaurant to anyone looking for delicious authentic Indian food with great service. We will definitely be returning."
TOKii,Paula Garcia,https://www.google.com/maps/contrib/100468642053361355287/reviews,5,"Amazing-my bf and I went here for sushi masterclass and Chef Dolma was very attentive (only 5 in the class!). Also, we got to dine in at the restaurant and service was great, many thanks to Elizabeth. Highly recommended!"
Nonna Selena Pizzeria,Michael Wingfield,https://www.google.com/maps/contrib/117762700771654138252/reviews,5,"Weve visited this restaurant a few times now travelling from Staffordshire and it never disappoints. Dont be put off from the exterior, it doesnt do the restaurant justice but It is only small so definitely recommend booking.\\nIf you are after pizza go to a pizza restaurant but if you are looking for tasty Italian food then this is the place."
Nonna Selena Pizzeria,Freddie Fantastique,https://www.google.com/maps/contrib/100522364091864197405/reviews,5,"We ordered take-away pizzas over the phone for a work lunch. What an amazing service! The lady who served us was simply incredible, she was so friendly and welcoming...she made us feel so special. Her level of customer care was absolutely outstanding.\\nAnd I should have mentioned that the pizzas were the best I have had in ages. Thank you again & we will definitely be coming back.\\nThe university Library team"
Ciullosteria,Ravi Shah,https://www.google.com/maps/contrib/116093224256216631245/reviews,5,Honestly one of the best restaurants my partner and I have visited in recent memory. Authentic Italian cuisine in a relaxed and clean environment. The food was full of flavour and Matt our waiter was an absolute gentleman.
Bonoo Indian Tapas,A M,https://www.google.com/maps/contrib/107006138203522680190/reviews,5,Happened to find this place by chance when looking for a new Indian restaurant to try and I was glad to have found it. Every vegetarian dish was delicious and met my expectation. Service was very good with friendly hostess. Would come back again.
Bonoo Indian Tapas,Art from Heart,https://www.google.com/maps/contrib/110219760321605714336/reviews,5,"This is the best Indian restaurant in north London. The menu is exquisitely varied and the food is delicately prepared. Each dish is prepared as a tapas dish so feel free to order away and really enjoy the variety of food. There is no real protocol, the dishes are served as they are ready. The place is very inviting and tastefully decorated. Roses all around. Very inviting. Service is courteous and quick. Prices are reasonable for the quantity. We keep coming back."
Scarlett Green,Ali Douglas,https://www.google.com/maps/contrib/109880392984218303927/reviews,5,The food was exquisite. Really high quality and the staff were friendly. I would definitely come back. Im trying to think of a better brunch that Ive had ever...
Scarlett Green,meg bishop,https://www.google.com/maps/contrib/112846450208470690391/reviews,5,"I came here with my partner for his birthday and everything was perfect. The food was amazing, the value for money is great and the food was faultless. We had the bottomless brunch and everything was fabulous - they leave the bottle with you so you never have to chase for a top up, the food can come immediately or whenever you’re ready which is very convenient and they offer it all week! Steffan was also a great host and we look forward to returning soon. He asked what we were celebrating and ensured our desert came out with a candle and sparkler! 10/10 - would recommend for everyone - families, couples, friends, a perfect atmosphere!"
Scarlett Green,Elysha Anderson,https://www.google.com/maps/contrib/106304996700215627131/reviews,5,"I came here for a bottomless brunch a couple of months ago, and it did not disappoint. The food was delicious, and the waiter ensured our glasses were constantly full of prosecco. The waiter was so friendly and gave good recommendations. It was a great bottomless brunch experience."
Wolkite restaurant,Pulmu Kuura,https://www.google.com/maps/contrib/103838732939662368072/reviews,1,"Updated review 26.02.2022. One star because of the extremely rude customer service. I came to eat here second time since my first visit a week earlier was very pleasant. This time the food was good again but the customer service was outrageously rude. When I asked for a side dish, I was told that I am stressing them out, even if I patiently waited my turn while they were talking in phone. Next when I asked more water, I was told that I cant ask water all the time. It is quite unbelievably outrageous if a customer cannot ask more water in the restaurant, or that customer is blamed for asking water.\\n\\nReview 19.02.2022:  Four stars. My first visit. The food was delicious, well cooked and fresh. The customer service was friendly and welcoming, and the restaurant is very cozy. My only objection is that the portions of stews  in the vegan combination dish are very very small, and will leave you hungry even if it should be a main dish and priced accordingly."
Wolkite restaurant,Anna Lanskaya,https://www.google.com/maps/contrib/103840844881741465359/reviews,5,"My friend and I had an excellent time here! We ordered the sharing platter for two. The server was very attentive and friendly, when my friend said she couldn’t eat anything too spicy the lady said she’d reassure the chef made the dish less spicier than usual.\\n\\nThe honey wine was delicious and worth trying, not too sweet and nice fermentation. When my friend had a fly dive into her wine, the server was gracious enough to give her a fresh glass at no extra charge. The injera came hot and delicious. The quality of the curries were top notch, with the ribs highly recommended. Am definitely coming back!"
Lord Wargrave,Vas K,https://www.google.com/maps/contrib/110298040198903496048/reviews,5,"Best ribs in town! Super delicious food. Generous portions, excellent service and a good selection of beers and ales. Reasonable prices. One of my favourite places in the area."
Indian Room,Juliet Barbe,https://www.google.com/maps/contrib/106296857513785250537/reviews,5,"We went there for a couples date in February and it was so lovely. So many vegetarian options and the staff was extremely pleasant. The food was incredible, very authentic and very quick service. We will definitely come back ! Thank you for a lovely evening"
Indian Room,Alan Weaver,https://www.google.com/maps/contrib/104423472270326186912/reviews,5,Had a lovely Indian curry and the best garlic nan bread Ive had in years. Great atmosphere with many tables taken early on a Thursday evening. Excellent table service from Shah and a lady waitress whos name I didnt get (sorry)  Definitely will be back.
